import time: self [us] | cumulative | imported package
import time:       123 |        123 |                 mpmath.functions.qfunctions
import time:       364 |       5390 |               mpmath.functions
import time:        15 |       5404 |             mpmath.functions.functions
import time:       135 |        135 |                 mpmath.calculus.calculus
import time:       120 |        120 |                 mpmath.calculus.approximation
import time:       190 |        190 |                 mpmath.calculus.differentiation
import time:       436 |        436 |                 mpmath.calculus.extrapolation
import time:       124 |        124 |                 mpmath.calculus.polynomials
import time:       168 |       1170 |               mpmath.calculus
import time:       314 |       1483 |             mpmath.calculus.quadrature
import time:      2653 |       2653 |             mpmath.calculus.inverselaplace
import time:       469 |        469 |             mpmath.calculus.optimization
import time:       171 |        171 |             mpmath.calculus.odes
import time:       290 |        290 |                 mpmath.matrices.eigen
import time:       254 |        254 |                 mpmath.matrices.eigen_symmetric
import time:       146 |        689 |               mpmath.matrices
import time:       339 |       1027 |             mpmath.matrices.matrices
import time:       300 |        300 |             mpmath.matrices.calculus
import time:       231 |        231 |             mpmath.matrices.linalg
import time:       260 |        260 |             mpmath.identification
import time:       281 |        281 |             mpmath.visualization
import time:       681 |      24548 |           mpmath.ctx_base
import time:       306 |        306 |           mpmath.math2
import time:       774 |        774 |           mpmath.function_docs
import time:       761 |      26387 |         mpmath.ctx_fp
import time:       267 |        267 |           mpmath.rational
import time:      2152 |       2152 |           mpmath.ctx_mp_python
import time:      1421 |       3839 |         mpmath.ctx_mp
import time:       836 |        836 |         mpmath.ctx_iv
import time:      3403 |      34719 |       mpmath
import time:       527 |        527 |       sympy.release
import time:       286 |        286 |                     sympy.utilities.enumerative
import time:       321 |        321 |                     sympy.utilities.misc
import time:       228 |        228 |                       sympy.utilities.exceptions
import time:       270 |        498 |                     sympy.utilities.decorator
import time:       929 |       2032 |                   sympy.utilities.iterables
import time:       462 |        462 |                       sympy.external.importtools
import time:       127 |        589 |                     sympy.external
import time:       654 |       1243 |                   sympy.utilities.lambdify
import time:       149 |        149 |                   sympy.utilities.timeutils
import time:       185 |       3608 |                 sympy.utilities
import time:        41 |       3648 |               sympy.utilities.iterables
import time:       288 |       3936 |             sympy.core.random
import time:       183 |        183 |               sympy.core.cache
import time:       163 |        346 |             sympy.core.parameters
import time:       317 |        317 |                   sympy.core.logic
import time:       312 |        628 |                 sympy.core.facts
import time:       421 |        421 |                 sympy.core.assumptions_generated
import time:       348 |       1397 |               sympy.core.assumptions
import time:       149 |        149 |               sympy.core.sorting
import time:        93 |         93 |                           sympy.multipledispatch.utils
import time:       124 |        217 |                         sympy.multipledispatch.conflict
import time:       241 |        458 |                       sympy.multipledispatch.dispatcher
import time:       145 |        602 |                     sympy.multipledispatch.core
import time:       107 |        709 |                   sympy.multipledispatch
import time:        14 |        722 |                 sympy.multipledispatch.dispatcher
import time:       302 |       1024 |               sympy.core.kind
import time:       107 |        107 |               sympy.core._print_helpers
import time:        88 |         88 |                 sympy.core.core
import time:       191 |        278 |               sympy.core.singleton
import time:       164 |        164 |               sympy.core.traversal
import time:      1488 |       4603 |             sympy.core.basic
import time:       487 |       9371 |           sympy.core.sympify
import time:       361 |        361 |                 sympy.external.pythonmpq
import time:       213 |        213 |                 sympy.external.ntheory
import time:       249 |        249 |                 flint
import time:       430 |       1251 |               sympy.external.gmpy
import time:       788 |       2039 |             sympy.core.evalf
import time:       151 |        151 |             sympy.core.decorators
import time:       148 |        148 |             sympy.core.intfunc
import time:       653 |        653 |               sympy.core.operations
import time:       636 |        636 |                 sympy.core.containers
import time:      1056 |       1056 |                     sympy.core.add
import time:       160 |        160 |                     sympy.core.rules
import time:      3000 |       3000 |                           sympy.logic.boolalg
import time:       240 |        240 |                           sympy.logic.inference
import time:       251 |       3490 |                         sympy.logic
import time:        24 |       3513 |                       sympy.logic.boolalg
import time:      1393 |       4906 |                     sympy.core.symbol
import time:      5369 |      11490 |                   sympy.core.function
import time:       180 |        180 |                     sympy.core.coreerrors
import time:      1751 |       1930 |                   sympy.core.relational
import time:      1132 |      14551 |                 sympy.core.power
import time:      5718 |      20904 |               sympy.core.numbers
import time:       900 |      22456 |             sympy.core.mul
import time:       570 |        570 |               sympy.core.exprtools
import time:       380 |        949 |             sympy.core.mod
import time:      3292 |      29033 |           sympy.core.expr
import time:       141 |        141 |           sympy.core.multidimensional
import time:       372 |      38915 |         sympy.core
import time:        33 |      38947 |       sympy.core.cache
import time:       110 |        110 |           sympy.utilities.source
import time:       646 |        755 |         sympy.assumptions.assume
import time:       413 |        413 |           sympy.assumptions.cnf
import time:       200 |        200 |           sympy.assumptions.ask_generated
import time:      2447 |       3059 |         sympy.assumptions.ask
import time:       234 |        234 |         sympy.assumptions.refine
import time:       395 |        395 |           sympy.assumptions.relation.binrel
import time:       138 |        532 |         sympy.assumptions.relation
import time:       200 |       4779 |       sympy.assumptions
import time:       381 |        381 |             sympy.polys.polyerrors
import time:      1952 |       2332 |           sympy.polys.polyoptions
import time:       119 |        119 |                 sympy.polys.domains.domainelement
import time:       277 |        277 |                 sympy.polys.orderings
import time:       210 |        210 |                   sympy.polys.domains.modularinteger
import time:       794 |       1003 |                 sympy.polys.polyutils
import time:       681 |       2079 |               sympy.polys.domains.domain
import time:       170 |        170 |                   sympy.polys.domains.ring
import time:       116 |        285 |                 sympy.polys.domains.field
import time:        82 |         82 |                 sympy.polys.domains.simpledomain
import time:       142 |        142 |                   sympy.polys.polyconfig
import time:       523 |        664 |                 sympy.polys.galoistools
import time:        81 |         81 |                   sympy.polys.domains.pythonrational
import time:       144 |        224 |                 sympy.polys.domains.groundtypes
import time:       321 |       1574 |               sympy.polys.domains.finitefield
import time:       111 |        111 |                 sympy.polys.domains.characteristiczero
import time:       213 |        324 |               sympy.polys.domains.integerring
import time:       187 |        187 |               sympy.polys.domains.rationalfield
import time:       426 |        426 |                     sympy.polys.monomials
import time:       597 |       1023 |                   sympy.polys.densebasic
import time:       385 |        385 |                   sympy.polys.densearith
import time:       369 |        369 |                   sympy.polys.densetools
import time:       456 |        456 |                   sympy.polys.euclidtools
import time:       283 |        283 |                   sympy.polys.sqfreetools
import time:       428 |        428 |                   sympy.polys.factortools
import time:       633 |        633 |                   sympy.polys.rootisolation
import time:      2642 |       6216 |                 sympy.polys.polyclasses
import time:       395 |       6610 |               sympy.polys.domains.algebraicfield
import time:       618 |        618 |               sympy.polys.domains.gaussiandomains
import time:      1357 |       1357 |               sympy.polys.domains.realfield
import time:       831 |        831 |               sympy.polys.domains.complexfield
import time:       126 |        126 |                 sympy.polys.domains.compositedomain
import time:       244 |        370 |               sympy.polys.domains.polynomialring
import time:       159 |        159 |               sympy.polys.domains.fractionfield
import time:       301 |        301 |               sympy.polys.domains.expressiondomain
import time:       131 |        131 |               sympy.polys.domains.expressionrawdomain
import time:       146 |        146 |                 sympy.polys.domains.pythonintegerring
import time:       105 |        251 |               sympy.polys.domains.pythonfinitefield
import time:       231 |        231 |                 sympy.polys.domains.gmpyintegerring
import time:       104 |        335 |               sympy.polys.domains.gmpyfinitefield
import time:       123 |        123 |               sympy.polys.domains.pythonrationalfield
import time:       135 |        135 |               sympy.polys.domains.gmpyrationalfield
import time:       343 |      15719 |             sympy.polys.domains
import time:       297 |      16016 |           sympy.polys.constructor
import time:       147 |        147 |           sympy.polys.fglmtools
import time:       342 |        342 |           sympy.polys.groebnertools
import time:       129 |        129 |           sympy.polys.rationaltools
import time:      2413 |      21376 |         sympy.polys.polytools
import time:       146 |        146 |                 sympy.ntheory.primetest
import time:       484 |        629 |               sympy.ntheory.generate
import time:       107 |        107 |                 sympy.ntheory.digits
import time:       151 |        151 |                 sympy.ntheory.ecm
import time:       920 |       1176 |               sympy.ntheory.factor_
import time:       134 |        134 |                   sympy.ntheory.modular
import time:       101 |        101 |                   sympy.utilities.memoization
import time:       544 |        778 |                 sympy.ntheory.residue_ntheory
import time:       219 |        997 |               sympy.ntheory.partitions_
import time:        80 |         80 |               sympy.ntheory.multinomial
import time:       145 |        145 |               sympy.ntheory.continued_fraction
import time:       119 |        119 |               sympy.ntheory.egyptian_fraction
import time:       228 |        228 |               sympy.ntheory.qs
import time:       270 |       3641 |             sympy.ntheory
import time:      1175 |       1175 |               sympy.polys.compatibility
import time:       119 |        119 |               sympy.polys.heuristicgcd
import time:       476 |        476 |                       sympy.printing.conventions
import time:       170 |        170 |                       sympy.printing.precedence
import time:       261 |        261 |                       sympy.printing.printer
import time:       926 |        926 |                       sympy.printing.str
import time:       145 |        145 |                           sympy.core.alphabets
import time:      1730 |       1874 |                         sympy.printing.pretty.pretty_symbology
import time:       437 |       2311 |                       sympy.printing.pretty.stringpict
import time:      2002 |       6143 |                     sympy.printing.pretty.pretty
import time:       261 |       6403 |                   sympy.printing.pretty
import time:      5993 |       5993 |                   sympy.printing.latex
import time:      1395 |       1395 |                   sympy.printing.mathml
import time:       519 |        519 |                     sympy.printing.repr
import time:       240 |        759 |                   sympy.printing.python
import time:       221 |        221 |                               sympy.functions.combinatorial
import time:      1841 |       2061 |                             sympy.functions.combinatorial.factorials
import time:       126 |        126 |                                 sympy.functions.elementary
import time:      1366 |       1366 |                                   sympy.functions.elementary.miscellaneous
import time:       890 |        890 |                                   sympy.functions.elementary.piecewise
import time:      1887 |       4143 |                                 sympy.functions.elementary.complexes
import time:      1679 |       5947 |                               sympy.functions.elementary.exponential
import time:       212 |        212 |                               sympy.polys.appellseqs
import time:      4387 |      10545 |                             sympy.functions.combinatorial.numbers
import time:      1108 |       1108 |                               sympy.functions.elementary.integers
import time:       247 |        247 |                               sympy.functions.elementary._trigonometric_special
import time:      2776 |       4131 |                             sympy.functions.elementary.trigonometric
import time:      2185 |       2185 |                             sympy.functions.elementary.hyperbolic
import time:       155 |        155 |                               sympy.functions.special
import time:      5012 |       5012 |                               sympy.functions.special.hyper
import time:      2920 |       8085 |                             sympy.functions.special.error_functions
import time:      1207 |       1207 |                               sympy.functions.special.zeta_functions
import time:      1400 |       2606 |                             sympy.functions.special.gamma_functions
import time:       535 |        535 |                             sympy.functions.special.tensor_functions
import time:       505 |        505 |                                   sympy.polys.polyquinticconst
import time:       536 |       1041 |                                 sympy.polys.polyroots
import time:       645 |       1685 |                               sympy.functions.special.delta_functions
import time:       279 |       1964 |                             sympy.functions.special.singularity_functions
import time:      2029 |       2029 |                                   sympy.sets.sets
import time:      1510 |       1510 |                                   sympy.sets.fancysets
import time:       226 |        226 |                                   sympy.sets.contains
import time:       302 |        302 |                                   sympy.sets.conditionset
import time:       413 |        413 |                                   sympy.sets.ordinals
import time:       195 |        195 |                                   sympy.sets.powerset
import time:        96 |         96 |                                     sympy.sets.handlers
import time:      1530 |       1625 |                                   sympy.sets.handlers.comparison
import time:       469 |       6766 |                                 sympy.sets
import time:        25 |       6790 |                               sympy.sets.sets
import time:       275 |       7065 |                             sympy.functions.special.bsplines
import time:       264 |        264 |                               sympy.polys.orthopolys
import time:      2816 |       3080 |                             sympy.functions.special.bessel
import time:      1551 |       1551 |                             sympy.functions.special.polynomials
import time:       481 |        481 |                             sympy.functions.special.spherical_harmonics
import time:       917 |        917 |                             sympy.functions.special.elliptic_integrals
import time:       613 |        613 |                             sympy.functions.special.beta_functions
import time:       831 |        831 |                             sympy.functions.special.mathieu_functions
import time:       780 |      47422 |                           sympy.functions
import time:        48 |      47469 |                         sympy.functions.elementary
import time:        43 |      47511 |                       sympy.functions.elementary.complexes
import time:       896 |      48407 |                     sympy.printing.codeprinter
import time:      1340 |      49746 |                   sympy.printing.pycode
import time:       800 |        800 |                     sympy.assumptions.relation.equality
import time:      1348 |       2148 |                   sympy.printing.smtlib
import time:       604 |        604 |                   sympy.printing.glsl
import time:       659 |        659 |                   sympy.printing.rcode
import time:       260 |        260 |                   sympy.printing.jscode
import time:       525 |        525 |                   sympy.printing.julia
import time:       821 |        821 |                   sympy.printing.mathematica
import time:       494 |        494 |                   sympy.printing.octave
import time:       295 |        295 |                     sympy.utilities.mathml
import time:       170 |        464 |                   sympy.printing.gtk
import time:       490 |        490 |                   sympy.printing.preview
import time:       111 |        111 |                   sympy.printing.tree
import time:       264 |        264 |                   sympy.printing.tableform
import time:       241 |        241 |                   sympy.printing.dot
import time:       712 |        712 |                   sympy.printing.maple
import time:       468 |      72550 |                 sympy.printing
import time:       334 |      72884 |               sympy.printing.defaults
import time:       114 |        114 |               sympy.utilities.magic
import time:      1463 |      75753 |             sympy.polys.rings
import time:       348 |      79741 |           sympy.polys.specialpolys
import time:       350 |      80091 |         sympy.polys.polyfuncs
import time:      3285 |       3285 |               sympy.polys.puiseux
import time:       690 |       3974 |             sympy.polys.ring_series
import time:      2145 |       2145 |             sympy.polys.rootoftools
import time:       800 |       6919 |           sympy.polys.numberfields.minpoly
import time:       397 |        397 |           sympy.polys.numberfields.subfield
import time:       230 |        230 |                   sympy.polys.matrices.exceptions
import time:       311 |        311 |                   sympy.polys.matrices.domainscalar
import time:       204 |        204 |                       sympy.polys.matrices._typing
import time:       212 |        416 |                     sympy.polys.matrices.dense
import time:       190 |        190 |                     sympy.polys.matrices.lll
import time:       614 |        614 |                     sympy.polys.matrices.sdm
import time:       100 |        100 |                     sympy.polys.matrices.dfm
import time:       492 |       1809 |                   sympy.polys.matrices.ddm
import time:       180 |        180 |                   sympy.polys.matrices.rref
import time:      1336 |       3864 |                 sympy.polys.matrices.domainmatrix
import time:       144 |       4008 |               sympy.polys.matrices
import time:        25 |       4032 |             sympy.polys.matrices.exceptions
import time:       781 |        781 |               sympy.printing.numpy
import time:       325 |       1106 |             sympy.printing.lambdarepr
import time:       327 |       5464 |           sympy.polys.numberfields.utilities
import time:       222 |        222 |               sympy.polys.matrices.normalforms
import time:       118 |        118 |               sympy.polys.numberfields.exceptions
import time:       896 |       1235 |             sympy.polys.numberfields.modules
import time:       199 |       1434 |           sympy.polys.numberfields.basis
import time:       329 |        329 |           sympy.polys.numberfields.primes
import time:       372 |        372 |             sympy.polys.numberfields.galois_resolvents
import time:       366 |        738 |           sympy.polys.numberfields.galoisgroups
import time:       235 |      15512 |         sympy.polys.numberfields
import time:       229 |        229 |             sympy.matrices.exceptions
import time:       298 |        298 |             sympy.matrices.kind
import time:       172 |        172 |                 sympy.matrices.utilities
import time:       315 |        315 |                 sympy.matrices.determinant
import time:       299 |        785 |               sympy.matrices.decompositions
import time:      1013 |       1013 |                     sympy.tensor.indexed
import time:       188 |        188 |                     sympy.tensor.index_methods
import time:       255 |        255 |                     sympy.tensor.functions
import time:       539 |        539 |                           sympy.tensor.array.ndim_array
import time:       124 |        662 |                         sympy.tensor.array.mutable_ndim_array
import time:       511 |       1173 |                       sympy.tensor.array.dense_ndim_array
import time:       319 |        319 |                       sympy.tensor.array.sparse_ndim_array
import time:       254 |        254 |                       sympy.tensor.array.arrayop
import time:       371 |        371 |                       sympy.tensor.array.array_comprehension
import time:       171 |       2285 |                     sympy.tensor.array
import time:       202 |       3941 |                   sympy.tensor
import time:        91 |       4031 |                 sympy.tensor.array
import time:       248 |        248 |                 sympy.matrices.reductions
import time:       315 |        315 |                               sympy.polys.agca.ideals
import time:       642 |        957 |                             sympy.polys.agca.modules
import time:       462 |       1419 |                           sympy.polys.agca.homomorphisms
import time:       136 |       1554 |                         sympy.polys.agca
import time:       328 |       1881 |                       sympy.polys.agca.extensions
import time:       367 |       2248 |                     sympy.polys.matrices.eigen
import time:       912 |       3159 |                   sympy.matrices.eigen
import time:       318 |       3477 |                 sympy.matrices.solvers
import time:       258 |        258 |                 sympy.matrices.inverse
import time:       115 |        115 |                 sympy.matrices.subspaces
import time:       113 |        113 |                 sympy.matrices.graph
import time:      3752 |      11990 |               sympy.matrices.matrixbase
import time:       459 |        459 |               sympy.matrices.repmatrix
import time:       658 |      13891 |             sympy.matrices.dense
import time:       238 |        238 |             sympy.matrices.sparse
import time:       120 |        120 |             sympy.matrices.sparsetools
import time:       130 |        130 |                           sympy.strategies.util
import time:       367 |        497 |                         sympy.strategies.rl
import time:       316 |        316 |                           sympy.strategies.core
import time:       156 |        471 |                         sympy.strategies.traverse
import time:       115 |        115 |                         sympy.strategies.tools
import time:       374 |        374 |                             sympy.strategies.branch.core
import time:       207 |        581 |                           sympy.strategies.branch.traverse
import time:        98 |         98 |                           sympy.strategies.branch.tools
import time:       183 |        861 |                         sympy.strategies.branch
import time:       340 |       2282 |                       sympy.strategies
import time:       445 |        445 |                       sympy.matrices.expressions._shape
import time:      1161 |       1161 |                           sympy.matrices.expressions.special
import time:       502 |       1663 |                         sympy.matrices.expressions.matpow
import time:       325 |       1987 |                       sympy.matrices.expressions.inverse
import time:       271 |        271 |                       sympy.matrices.expressions.transpose
import time:       423 |        423 |                       sympy.matrices.expressions.permutation
import time:       974 |       6380 |                     sympy.matrices.expressions.matmul
import time:       648 |        648 |                     sympy.matrices.expressions.matadd
import time:       358 |        358 |                     sympy.matrices.expressions.determinant
import time:      3782 |      11167 |                   sympy.matrices.expressions.matexpr
import time:       848 |      12014 |                 sympy.matrices.expressions.slice
import time:       254 |        254 |                   sympy.matrices.expressions.trace
import time:       771 |       1025 |                 sympy.matrices.expressions.blockmatrix
import time:       259 |        259 |                 sympy.matrices.expressions.companion
import time:       235 |        235 |                 sympy.matrices.expressions.funcmatrix
import time:       206 |        206 |                 sympy.matrices.expressions.adjoint
import time:       616 |        616 |                 sympy.matrices.expressions.hadamard
import time:       451 |        451 |                 sympy.matrices.expressions.diagonal
import time:       171 |        171 |                 sympy.matrices.expressions.dotproduct
import time:       369 |        369 |                 sympy.matrices.expressions.kronecker
import time:       265 |        265 |                 sympy.matrices.expressions.sets
import time:      1671 |      17276 |               sympy.matrices.expressions
import time:    258919 |     276195 |             sympy.matrices.immutable
import time:       328 |     291296 |           sympy.matrices
import time:       319 |     291614 |         sympy.polys.partfrac
import time:       762 |        762 |         sympy.polys.fields
import time:       650 |     410002 |       sympy.polys
import time:       559 |        559 |         sympy.series.order
import time:       190 |        190 |               sympy.calculus.euler
import time:       202 |        202 |               sympy.calculus.singularities
import time:       186 |        186 |               sympy.calculus.finite_diff
import time:       720 |        720 |                 sympy.calculus.accumulationbounds
import time:       365 |       1084 |               sympy.calculus.util
import time:       190 |       1849 |             sympy.calculus
import time:        25 |       1874 |           sympy.calculus.accumulationbounds
import time:       537 |        537 |           sympy.series.gruntz
import time:       684 |       3095 |         sympy.series.limits
import time:       104 |        104 |         sympy.series.series
import time:       137 |        137 |         sympy.series.approximants
import time:        90 |         90 |         sympy.series.residues
import time:      1474 |       1474 |         sympy.series.sequences
import time:       251 |        251 |           sympy.series.series_class
import time:       620 |        871 |         sympy.series.fourier
import time:       264 |        264 |               sympy.discrete.transforms
import time:       145 |        145 |               sympy.discrete.convolutions
import time:       185 |        592 |             sympy.discrete
import time:        24 |        616 |           sympy.discrete.convolutions
import time:      1864 |       2480 |         sympy.series.formal
import time:       263 |        263 |         sympy.series.limitseq
import time:       354 |       9423 |       sympy.series
import time:       651 |        651 |             sympy.concrete.expr_with_limits
import time:       251 |        901 |           sympy.concrete.expr_with_intlimits
import time:       134 |        134 |             sympy.concrete.gosper
import time:       310 |        310 |                   sympy.integrals.rationaltools
import time:       135 |        135 |                   sympy.integrals.deltafunctions
import time:       934 |        934 |                   sympy.integrals.meijerint
import time:       168 |        168 |                   sympy.integrals.trigonometry
import time:       673 |       2217 |                 sympy.integrals.integrals
import time:        99 |         99 |                         sympy.polys.domainmatrix
import time:       349 |        448 |                       sympy.polys.solvers
import time:       362 |        809 |                     sympy.polys.matrices.linsolve
import time:      1126 |       1935 |                   sympy.integrals.laplace
import time:      2039 |       3974 |                 sympy.integrals.transforms
import time:       107 |        107 |                 sympy.integrals.singularityfunctions
import time:       154 |       6450 |               sympy.integrals
import time:        20 |       6469 |             sympy.integrals.integrals
import time:       736 |       7338 |           sympy.concrete.summations
import time:       457 |       8695 |         sympy.concrete.products
import time:       140 |       8834 |       sympy.concrete
import time:       352 |        352 |             sympy.simplify.gammasimp
import time:       141 |        492 |           sympy.simplify.combsimp
import time:       109 |        109 |           sympy.simplify.cse_opts
import time:       359 |        359 |             sympy.simplify.powsimp
import time:      3675 |       4034 |           sympy.simplify.hyperexpand
import time:       283 |        283 |             sympy.simplify.sqrtdenest
import time:       578 |        860 |           sympy.simplify.radsimp
import time:       513 |        513 |             sympy.simplify.cse_main
import time:       137 |        137 |             sympy.strategies.tree
import time:       604 |       1253 |           sympy.simplify.trigsimp
import time:       919 |       7665 |         sympy.simplify.simplify
import time:      1052 |       1052 |         sympy.simplify.fu
import time:       234 |        234 |         sympy.simplify.epathtools
import time:       283 |        283 |         sympy.simplify.ratsimp
import time:       238 |       9469 |       sympy.simplify
import time:       549 |        549 |           sympy.solvers.polysys
import time:       255 |        255 |           sympy.solvers.bivariate
import time:      1988 |       2790 |         sympy.solvers.solvers
import time:      1479 |       1479 |               sympy.solvers.solveset
import time:      2196 |       3675 |             sympy.solvers.diophantine.diophantine
import time:       135 |       3809 |           sympy.solvers.diophantine
import time:        21 |       3830 |         sympy.solvers.diophantine.diophantine
import time:       352 |        352 |         sympy.solvers.recurr
import time:       191 |        191 |             sympy.solvers.deutils
import time:       352 |        352 |               sympy.solvers.ode.riccati
import time:       221 |        221 |               sympy.solvers.ode.hypergeometric
import time:       179 |        179 |                 sympy.solvers.ode.subscheck
import time:       197 |        376 |               sympy.solvers.ode.nonhomogeneous
import time:       502 |        502 |                 sympy.solvers.pde
import time:       384 |        886 |               sympy.solvers.ode.lie_group
import time:      1582 |       3414 |             sympy.solvers.ode.single
import time:      1277 |       4880 |           sympy.solvers.ode.ode
import time:       621 |        621 |           sympy.solvers.ode.systems
import time:       165 |       5665 |         sympy.solvers.ode
import time:       495 |        495 |         sympy.solvers.inequalities
import time:       112 |        112 |         sympy.solvers.decompogen
import time:       296 |        296 |         sympy.solvers.simplex
import time:       329 |      13866 |       sympy.solvers
import time:        93 |         93 |           sympy.geometry.exceptions
import time:      4290 |       4290 |             sympy.sets.handlers.intersection
import time:      1666 |       1666 |             sympy.sets.handlers.union
import time:      1388 |       7343 |           sympy.geometry.entity
import time:       663 |       8098 |         sympy.geometry.point
import time:       268 |        268 |           sympy.geometry.util
import time:      1685 |       1952 |         sympy.geometry.line
import time:       391 |        391 |         sympy.geometry.plane
import time:      1052 |       1052 |           sympy.geometry.polygon
import time:       645 |       1697 |         sympy.geometry.ellipse
import time:       228 |        228 |         sympy.geometry.curve
import time:       220 |        220 |         sympy.geometry.parabola
import time:       199 |      12780 |       sympy.geometry
import time:      2110 |       2110 |         sympy.parsing.sympy_parser
import time:       117 |       2227 |       sympy.parsing
import time:       494 |        494 |         sympy.algebras.quaternion
import time:       126 |        620 |       sympy.algebras
import time:       134 |        134 |             sympy.plotting.backends
import time:       241 |        241 |               sympy.plotting.utils
import time:       130 |        130 |                   sympy.plotting.intervalmath.interval_membership
import time:       236 |        365 |                 sympy.plotting.intervalmath.interval_arithmetic
import time:       386 |        386 |                 sympy.plotting.intervalmath.lib_interval
import time:       132 |        882 |               sympy.plotting.intervalmath
import time:      1549 |       2671 |             sympy.plotting.series
import time:       323 |       3127 |           sympy.plotting.backends.base_backend
import time:       599 |        599 |             sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       138 |        736 |           sympy.plotting.backends.matplotlibbackend
import time:       161 |        161 |               sympy.plotting.textplot
import time:       177 |        337 |             sympy.plotting.backends.textbackend.text
import time:       106 |        443 |           sympy.plotting.backends.textbackend
import time:       137 |        137 |           sympy.plotting.plotgrid
import time:       433 |       4873 |         sympy.plotting.plot
import time:       137 |        137 |         sympy.plotting.plot_implicit
import time:        84 |         84 |         sympy.plotting.pygletplot
import time:       158 |       5250 |       sympy.plotting
import time:       446 |        446 |         sympy.interactive.printing
import time:       287 |        287 |         sympy.interactive.session
import time:       147 |        147 |         sympy.interactive.traversal
import time:       114 |        992 |       sympy.interactive
import time:      3890 |     556318 |     sympy
import time:      1427 |     557744 |   bmcs_utils.symb_expr
import time:       140 |        140 |     bmcs_utils.misc
import time:       152 |        292 |   bmcs_utils.misc.plot_tools
import time:       535 |        535 |   bmcs_utils.parametric_study
import time:        95 |         95 |         traits.util
import time:       109 |        203 |       traits.util.home_directory
import time:       405 |        607 |     bmcs_utils.data_cache.data_cache
import time:       107 |        714 |   bmcs_utils.data_cache
import time:        92 |         92 |     bmcs_utils.k3d_utils
import time:       611 |        611 |       k3d._version
import time:        98 |         98 |       k3d.colormaps
import time:       664 |        664 |       k3d.colormaps.paraview_color_maps
import time:       101 |        101 |       k3d.colormaps.basic_color_maps
import time:      5392 |       5392 |       k3d.colormaps.matplotlib_color_maps
import time:     20838 |      20838 |           vtkmodules.vtkCommonCore
import time:     44786 |      44786 |           vtkmodules.vtkWebCore
import time:      2881 |       2881 |           vtkmodules.vtkCommonMath
import time:      1778 |       1778 |           vtkmodules.vtkCommonTransforms
import time:     12046 |      12046 |           vtkmodules.vtkCommonDataModel
import time:      2586 |       2586 |           vtkmodules.vtkCommonExecutionModel
import time:      1076 |       1076 |           vtkmodules.vtkIOCore
import time:      2378 |       2378 |           vtkmodules.vtkImagingCore
import time:      3069 |       3069 |           vtkmodules.vtkIOImage
import time:       820 |        820 |           vtkmodules.vtkIOXMLParser
import time:      1654 |       1654 |           vtkmodules.vtkIOXML
import time:       856 |        856 |           vtkmodules.vtkCommonMisc
import time:      4935 |       4935 |           vtkmodules.vtkFiltersCore
import time:      7360 |       7360 |           vtkmodules.vtkRenderingCore
import time:      2143 |       2143 |           vtkmodules.vtkRenderingContext2D
import time:       897 |        897 |           vtkmodules.vtkRenderingFreeType
import time:       648 |        648 |           vtkmodules.vtkRenderingSceneGraph
import time:       752 |        752 |           vtkmodules.vtkRenderingVtkJS
import time:      2533 |       2533 |           vtkmodules.vtkIOExport
import time:      1568 |       1568 |           vtkmodules.vtkWebGLExporter
import time:      2495 |       2495 |           vtkmodules.vtkInteractionStyle
import time:      8628 |       8628 |           vtkmodules.vtkFiltersGeneral
import time:      2500 |       2500 |           vtkmodules.vtkFiltersSources
import time:     15489 |      15489 |           vtkmodules.vtkInteractionWidgets
import time:      1543 |       1543 |           vtkmodules.vtkViewsCore
import time:     10777 |      10777 |           vtkmodules.vtkViewsInfovis
import time:       726 |        726 |           vtkmodules.vtkCommonColor
import time:       918 |        918 |           vtkmodules.vtkViewsContext2D
import time:       905 |        905 |           vtkmodules.vtkTestingRendering
import time:      1132 |       1132 |           vtkmodules.vtkRenderingLabel
import time:      9931 |       9931 |           vtkmodules.vtkRenderingQt
import time:      1683 |       1683 |           vtkmodules.vtkPythonContext2D
import time:      1822 |       1822 |           vtkmodules.vtkImagingMath
import time:      1017 |       1017 |           vtkmodules.vtkRenderingHyperTreeGrid
import time:       768 |        768 |           vtkmodules.vtkRenderingUI
import time:      8825 |       8825 |           vtkmodules.vtkRenderingOpenGL2
import time:      3157 |       3157 |           vtkmodules.vtkRenderingVolume
import time:      2612 |       2612 |           vtkmodules.vtkRenderingVolumeOpenGL2
import time:      1105 |       1105 |           vtkmodules.vtkRenderingMatplotlib
import time:       729 |        729 |           vtkmodules.vtkRenderingLOD
import time:      1818 |       1818 |           vtkmodules.vtkRenderingLICOpenGL2
import time:      1374 |       1374 |           vtkmodules.vtkRenderingImage
import time:      1516 |       1516 |           vtkmodules.vtkRenderingContextOpenGL2
import time:      1512 |       1512 |           vtkmodules.vtkIOLegacy
import time:      8470 |       8470 |           vtkmodules.vtkIOXdmf2
import time:      1388 |       1388 |           vtkmodules.vtkIOVeraOut
import time:       721 |        721 |           vtkmodules.vtkIOTecplotTable
import time:       619 |        619 |           vtkmodules.vtkIOSegY
import time:      2906 |       2906 |           vtkmodules.vtkIOXdmf3
import time:      1268 |       1268 |           vtkmodules.vtkIOParallelXML
import time:      1048 |       1048 |           vtkmodules.vtkIOPLY
import time:       506 |        506 |           vtkmodules.vtkIOMovie
